mapbox_feature_id_v8,pc4,Plaatsnaam,Gemeente,Provincie,buurt_count,wijk_preview,linked_water_count,midwest_focus_v8,midwest_subregion_v8,map_lat_v8,map_lon_v8,map_point_method_v8,map_title_v8,map_subtitle_v8,layer_type_v8,search_text_v8
place::9446::amen,9446,Amen,Aa en Hunze,Drenthe,1,,,False,,52.99134999756276,6.737477183344539,township_centroid_jitter,Amen (9446),Aa en Hunze · Drenthe,place_point,Amen | Aa en Hunze | 9446
place::9465::anderen,9465,Anderen,Aa en Hunze,Drenthe,1,,,False,,52.99325615450218,6.711207661479848,township_centroid_jitter,Anderen (9465),Aa en Hunze · Drenthe,place_point,Anderen | Aa en Hunze | 9465
place::9467::anloo,9467,Anloo,Aa en Hunze,Drenthe,1,,,False,,52.988942186474006,6.74040223023464,township_centroid_jitter,Anloo (9467),Aa en Hunze · Drenthe,place_point,Anloo | Aa en Hunze | 9467
place::9468::annen,9468,Annen,Aa en Hunze,Drenthe,1,,,False,,52.9808364445523,6.738526397379387,township_centroid_jitter,Annen (9468),Aa en Hunze · Drenthe,place_point,Annen | Aa en Hunze | 9468
place::9654::annerveenschekanaal,9654,Annerveenschekanaal,Aa en Hunze,Drenthe,1,,,False,,52.99547651383861,6.740064540705514,township_centroid_jitter,Annerveenschekanaal (9654),Aa en Hunze · Drenthe,place_point,Annerveenschekanaal | Aa en Hunze | 9654
place::9458::balloo,9458,Balloo,Aa en Hunze,Drenthe,1,,,False,,52.984727052229815,6.73776456870068,township_centroid_jitter,Balloo (9458),Aa en Hunze · Drenthe,place_point,Balloo | Aa en Hunze | 9458
place::9459::balloerveld,9459,Balloërveld,Aa en Hunze,Drenthe,1,,,False,,52.9917748386716,6.738642226399085,township_centroid_jitter,Balloërveld (9459),Aa en Hunze · Drenthe,place_point,Balloërveld | Aa en Hunze | 9459
place::9457::deurze,9457,Deurze,Aa en Hunze,Drenthe,1,,,False,,52.996220338375934,6.711946122030902,township_centroid_jitter,Deurze (9457),Aa en Hunze · Drenthe,place_point,Deurze | Aa en Hunze | 9457
place::9463::eext,9463,Eext,Aa en Hunze,Drenthe,1,,,False,,52.98018376493386,6.741922061416694,township_centroid_jitter,Eext (9463),Aa en Hunze · Drenthe,place_point,Eext | Aa en Hunze | 9463
place::9658::eexterveen,9658,Eexterveen,Aa en Hunze,Drenthe,1,,,False,,52.981719915910745,6.728190084495398,township_centroid_jitter,Eexterveen (9658),Aa en Hunze · Drenthe,place_point,Eexterveen | Aa en Hunze | 9658
place::9659::eexterveenschekanaal,9659,Eexterveenschekanaal,Aa en Hunze,Drenthe,1,,,False,,53.00306959708153,6.717793647233488,township_centroid_jitter,Eexterveenschekanaal (9659),Aa en Hunze · Drenthe,place_point,Eexterveenschekanaal | Aa en Hunze | 9659
place::9464::eexterzandvoort,9464,Eexterzandvoort,Aa en Hunze,Drenthe,1,,,False,,52.979405125900065,6.720585820285835,township_centroid_jitter,Eexterzandvoort (9464),Aa en Hunze · Drenthe,place_point,Eexterzandvoort | Aa en Hunze | 9464
place::9454::ekehaar,9454,Ekehaar,Aa en Hunze,Drenthe,1,,,False,,52.98232480353263,6.73335522460235,township_centroid_jitter,Ekehaar (9454),Aa en Hunze · Drenthe,place_point,Ekehaar | Aa en Hunze | 9454
place::9453::eldersloo,9453,Eldersloo,Aa en Hunze,Drenthe,1,,,False,,52.976184217622105,6.71789687989362,township_centroid_jitter,Eldersloo (9453),Aa en Hunze · Drenthe,place_point,Eldersloo | Aa en Hunze | 9453
place::9456::eleveld,9456,Eleveld,Aa en Hunze,Drenthe,1,,,False,,53.00393026547431,6.718647530095323,township_centroid_jitter,Eleveld (9456),Aa en Hunze · Drenthe,place_point,Eleveld | Aa en Hunze | 9456
place::9462::gasselte,9462,Gasselte,Aa en Hunze,Drenthe,2,,,False,,52.99865179724593,6.716067643049995,township_centroid_jitter,Gasselte (9462),Aa en Hunze · Drenthe,place_point,Gasselte | Aa en Hunze | 9462
place::9514::gasselternijveen,9514,Gasselternijveen,Aa en Hunze,Drenthe,3,,,False,,53.01133230676368,6.733169252593786,township_centroid_jitter,Gasselternijveen (9514),Aa en Hunze · Drenthe,place_point,Gasselternijveen | Aa en Hunze | 9514
place::9515::gasselternijveenschemond,9515,Gasselternijveenschemond,Aa en Hunze,Drenthe,4,,,False,,52.978747883742706,6.720570117893021,township_centroid_jitter,Gasselternijveenschemond (9515),Aa en Hunze · Drenthe,place_point,Gasselternijveenschemond | Aa en Hunze | 9515
place::9466::gasteren,9466,Gasteren,Aa en Hunze,Drenthe,1,,,False,,52.98332304713781,6.736207602955175,township_centroid_jitter,Gasteren (9466),Aa en Hunze · Drenthe,place_point,Gasteren | Aa en Hunze | 9466
place::9455::geelbroek,9455,Geelbroek,Aa en Hunze,Drenthe,1,,,False,,53.00604845450657,6.725368139669677,township_centroid_jitter,Geelbroek (9455),Aa en Hunze · Drenthe,place_point,Geelbroek | Aa en Hunze | 9455
place::9461::gieten,9461,Gieten,Aa en Hunze,Drenthe,4,,,False,,52.98246538262339,6.711018882641003,township_centroid_jitter,Gieten (9461),Aa en Hunze · Drenthe,place_point,Gieten | Aa en Hunze | 9461
place::9511::gieterveen,9511,Gieterveen,Aa en Hunze,Drenthe,8,,,False,,52.97527961179491,6.72689631700841,township_centroid_jitter,Gieterveen (9511),Aa en Hunze · Drenthe,place_point,Gieterveen | Aa en Hunze | 9511
place::9444::grolloo,9444,Grolloo,Aa en Hunze,Drenthe,1,,,False,,52.9893964719443,6.741565601351234,township_centroid_jitter,Grolloo (9444),Aa en Hunze · Drenthe,place_point,Grolloo | Aa en Hunze | 9444
place::9448::marwijksoord,9448,Marwijksoord,Aa en Hunze,Drenthe,1,,,False,,52.97794627113257,6.72143550061467,township_centroid_jitter,Marwijksoord (9448),Aa en Hunze · Drenthe,place_point,Marwijksoord | Aa en Hunze | 9448
place::9657::nieuw-annerveen,9657,Nieuw Annerveen,Aa en Hunze,Drenthe,1,,,False,,52.9891929232263,6.745007510935705,township_centroid_jitter,Nieuw Annerveen (9657),Aa en Hunze · Drenthe,place_point,Nieuw Annerveen | Aa en Hunze | 9657
place::9512::nieuwediep,9512,Nieuwediep,Aa en Hunze,Drenthe,2,,,False,,52.97859971571223,6.738847651836772,township_centroid_jitter,Nieuwediep (9512),Aa en Hunze · Drenthe,place_point,Nieuwediep | Aa en Hunze | 9512
place::9452::nijlande,9452,Nijlande,Aa en Hunze,Drenthe,1,,,False,,53.00387163818822,6.719576657998881,township_centroid_jitter,Nijlande (9452),Aa en Hunze · Drenthe,place_point,Nijlande | Aa en Hunze | 9452
place::9449::nooitgedacht,9449,Nooitgedacht,Aa en Hunze,Drenthe,1,,,False,,52.999014989645715,6.7153548378306445,township_centroid_jitter,Nooitgedacht (9449),Aa en Hunze · Drenthe,place_point,Nooitgedacht | Aa en Hunze | 9449
place::9655::oud-annerveen,9655,Oud Annerveen,Aa en Hunze,Drenthe,1,,,False,,52.992286081376776,6.74038713446111,township_centroid_jitter,Oud Annerveen (9655),Aa en Hunze · Drenthe,place_point,Oud Annerveen | Aa en Hunze | 9655
place::9447::papenvoort,9447,Papenvoort,Aa en Hunze,Drenthe,1,,,False,,52.99945572227288,6.746021044256776,township_centroid_jitter,Papenvoort (9447),Aa en Hunze · Drenthe,place_point,Papenvoort | Aa en Hunze | 9447
place::9451::rolde,9451,Rolde,Aa en Hunze,Drenthe,1,,,False,,52.99850832019849,6.744229136244033,township_centroid_jitter,Rolde (9451),Aa en Hunze · Drenthe,place_point,Rolde | Aa en Hunze | 9451
place::9469::schipborg,9469,Schipborg,Aa en Hunze,Drenthe,1,,,False,,53.002479079712934,6.733858711264022,township_centroid_jitter,Schipborg (9469),Aa en Hunze · Drenthe,place_point,Schipborg | Aa en Hunze | 9469
place::9443::schoonloo,9443,Schoonloo,Aa en Hunze,Drenthe,1,,,False,,53.01036358087238,6.722546481790505,township_centroid_jitter,Schoonloo (9443),Aa en Hunze · Drenthe,place_point,Schoonloo | Aa en Hunze | 9443
place::9656::spijkerboor,9656,Spijkerboor,Aa en Hunze,Drenthe,1,,,False,,52.997149561747754,6.715740974628762,township_centroid_jitter,Spijkerboor (9656),Aa en Hunze · Drenthe,place_point,Spijkerboor | Aa en Hunze | 9656
place::9445::vredenheim,9445,Vredenheim,Aa en Hunze,Drenthe,1,,,False,,52.98246303901376,6.7218481367054235,township_centroid_jitter,Vredenheim (9445),Aa en Hunze · Drenthe,place_point,Vredenheim | Aa en Hunze | 9445
place::9401::assen,9401,Assen,Assen,Drenthe,1,"Assen-centrum, Zuidhaege, Zuiderpark",,False,,52.98910468756483,6.5384674941072225,township_centroid_jitter,Assen (9401),Assen · Drenthe,place_point,Assen | Assen | 9401
place::9402::assen,9402,Assen,Assen,Drenthe,1,Noorderpark,,False,,53.01138802967689,6.535543425517512,township_centroid_jitter,Assen (9402),Assen · Drenthe,place_point,Assen | Assen | 9402
place::9403::assen,9403,Assen,Assen,Drenthe,1,"Marsdijk, Het Stoep, Vreebergen, Houtlaan, Amelterhout, Sluisdennen",,False,,53.00040440430127,6.5684076938974165,township_centroid_jitter,Assen (9403),Assen · Drenthe,place_point,Assen | Assen | 9403
place::9404::assen,9404,Assen,Assen,Drenthe,3,"Vredeveld, Bloemenbuurt, Vogelbuurt",,False,,52.99527862127213,6.563187443739158,township_centroid_jitter,Assen (9404),Assen · Drenthe,place_point,Assen | Assen | 9404
place::9405::assen,9405,Assen,Assen,Drenthe,4,"Baggelhuizen, Kortbossen, Westerpark, Mandemaat, Schepersmaat, Korenmaat",,False,,52.997890369772186,6.57143641097448,township_centroid_jitter,Assen (9405),Assen · Drenthe,place_point,Assen | Assen | 9405
place::9406::assen,9406,Assen,Assen,Drenthe,1,"Lariks, Pittelo",,False,,53.00402571689491,6.542720878212367,township_centroid_jitter,Assen (9406),Assen · Drenthe,place_point,Assen | Assen | 9406
place::9407::assen,9407,Assen,Assen,Drenthe,1,Peelo,,False,,53.01361442416698,6.540481497369449,township_centroid_jitter,Assen (9407),Assen · Drenthe,place_point,Assen | Assen | 9407
place::9408::assen,9408,Assen,Assen,Drenthe,2,Kloosterveen,,False,,53.017576844533416,6.555901746578001,township_centroid_jitter,Assen (9408),Assen · Drenthe,place_point,Assen | Assen | 9408
place::9409::loon,9409,Loon,Assen,Drenthe,1,,,False,,52.986517371849445,6.555291756271992,township_centroid_jitter,Loon (9409),Assen · Drenthe,place_point,Loon | Assen | 9409
place::9486::rhee,9486,Rhee,Assen,Drenthe,1,,,False,,52.993423341758955,6.569196315401522,township_centroid_jitter,Rhee (9486),Assen · Drenthe,place_point,Rhee | Assen | 9486
place::9487::ter-aard,9487,Ter Aard,Assen,Drenthe,1,,,False,,53.01633026342166,6.5626069321845115,township_centroid_jitter,Ter Aard (9487),Assen · Drenthe,place_point,Ter Aard | Assen | 9487
place::9492::ubbena,9492,Ubbena,Assen,Drenthe,1,,,False,,53.00291562837709,6.541861356096976,township_centroid_jitter,Ubbena (9492),Assen · Drenthe,place_point,Ubbena | Assen | 9492
place::9489::zeijerveen,9489,Zeijerveen,Assen,Drenthe,1,,,False,,52.98686358640718,6.549894357947407,township_centroid_jitter,Zeijerveen (9489),Assen · Drenthe,place_point,Zeijerveen | Assen | 9489
place::9488::zeijerveld,9488,Zeijerveld,Assen,Drenthe,1,,,False,,52.989728910012566,6.537693820248898,township_centroid_jitter,Zeijerveld (9488),Assen · Drenthe,place_point,Zeijerveld | Assen | 9488
place::9573::1e-exloermond,9573,1e Exloërmond,Borger-Odoorn,Drenthe,1,,,False,,52.89862513656266,6.886063202755205,township_centroid_jitter,1e Exloërmond (9573),Borger-Odoorn · Drenthe,place_point,1e Exloërmond | Borger-Odoorn | 9573
place::9571::2e-exloermond,9571,2e Exloërmond,Borger-Odoorn,Drenthe,2,,,False,,52.89707460063744,6.854099298151675,township_centroid_jitter,2e Exloërmond (9571),Borger-Odoorn · Drenthe,place_point,2e Exloërmond | Borger-Odoorn | 9571
place::7877::2e-valthermond,7877,2e Valthermond,Borger-Odoorn,Drenthe,2,,,False,,52.91511212824608,6.883487059902591,township_centroid_jitter,2e Valthermond (7877),Borger-Odoorn · Drenthe,place_point,2e Valthermond | Borger-Odoorn | 7877
place::9531::borger,9531,Borger,Borger-Odoorn,Drenthe,1,,,False,,52.92316278239139,6.8653196558114855,township_centroid_jitter,Borger (9531),Borger-Odoorn · Drenthe,place_point,Borger | Borger-Odoorn | 9531
place::9527::bronneger,9527,Bronneger,Borger-Odoorn,Drenthe,1,,,False,,52.893405740203505,6.871552545913917,township_centroid_jitter,Bronneger (9527),Borger-Odoorn · Drenthe,place_point,Bronneger | Borger-Odoorn | 9527
place::9526::bronnegerveen,9526,Bronnegerveen,Borger-Odoorn,Drenthe,1,,,False,,52.89250513500856,6.875299629642743,township_centroid_jitter,Bronnegerveen (9526),Borger-Odoorn · Drenthe,place_point,Bronnegerveen | Borger-Odoorn | 9526
place::9528::buinen,9528,Buinen,Borger-Odoorn,Drenthe,1,,,False,,52.91778043009031,6.870301305151411,township_centroid_jitter,Buinen (9528),Borger-Odoorn · Drenthe,place_point,Buinen | Borger-Odoorn | 9528
place::9524::buinerveen,9524,Buinerveen,Borger-Odoorn,Drenthe,1,,,False,,52.893947799686835,6.878023373319564,township_centroid_jitter,Buinerveen (9524),Borger-Odoorn · Drenthe,place_point,Buinerveen | Borger-Odoorn | 9524
place::9533::drouwen,9533,Drouwen,Borger-Odoorn,Drenthe,1,,,False,,52.918500605266104,6.86685318934323,township_centroid_jitter,Drouwen (9533),Borger-Odoorn · Drenthe,place_point,Drouwen | Borger-Odoorn | 9533
place::9523::drouwenermond,9523,Drouwenermond,Borger-Odoorn,Drenthe,1,,,False,,52.89459522134057,6.876285715067572,township_centroid_jitter,Drouwenermond (9523),Borger-Odoorn · Drenthe,place_point,Drouwenermond | Borger-Odoorn | 9523
place::9525::drouwenerveen,9525,Drouwenerveen,Borger-Odoorn,Drenthe,1,,,False,,52.90306058332033,6.8547007537126134,township_centroid_jitter,Drouwenerveen (9525),Borger-Odoorn · Drenthe,place_point,Drouwenerveen | Borger-Odoorn | 9525
place::9536::ees,9536,Ees,Borger-Odoorn,Drenthe,1,,,False,,52.91905345634826,6.8663587714227825,township_centroid_jitter,Ees (9536),Borger-Odoorn · Drenthe,place_point,Ees | Borger-Odoorn | 9536
place::9537::eesergroen,9537,Eesergroen,Borger-Odoorn,Drenthe,1,,,False,,52.914939111200376,6.86484362655925,township_centroid_jitter,Eesergroen (9537),Borger-Odoorn · Drenthe,place_point,Eesergroen | Borger-Odoorn | 9537
place::7858::eeserveen,7858,Eeserveen,Borger-Odoorn,Drenthe,1,"Brammershoopstraat lage nummers, Ballerswal. Middenweg, Bosweg, Kanaalstraat",,False,,52.913688867100745,6.888163592506413,township_centroid_jitter,Eeserveen (7858),Borger-Odoorn · Drenthe,place_point,Eeserveen | Borger-Odoorn | 7858
place::7859::eeserveen,7859,Eeserveen,Borger-Odoorn,Drenthe,1,Brammershoopstraat 17 t/m 45 oneven,,False,,52.895234192370616,6.869739853412196,township_centroid_jitter,Eeserveen (7859),Borger-Odoorn · Drenthe,place_point,Eeserveen | Borger-Odoorn | 7859
place::9535::ellertshaar,9535,Ellertshaar,Borger-Odoorn,Drenthe,1,,,False,,52.91919436926985,6.861519054592492,township_centroid_jitter,Ellertshaar (9535),Borger-Odoorn · Drenthe,place_point,Ellertshaar | Borger-Odoorn | 9535
place::7875::exloo,7875,Exloo,Borger-Odoorn,Drenthe,2,,,False,,52.887109577993286,6.871332679084691,township_centroid_jitter,Exloo (7875),Borger-Odoorn · Drenthe,place_point,Exloo | Borger-Odoorn | 7875
place::9574::exloerveen,9574,Exloërveen,Borger-Odoorn,Drenthe,2,,,False,,52.91564812544496,6.868973871114384,township_centroid_jitter,Exloërveen (9574),Borger-Odoorn · Drenthe,place_point,Exloërveen | Borger-Odoorn | 9574
place::7871::klijndijk,7871,Klijndijk,Borger-Odoorn,Drenthe,1,,,False,,52.89654818645854,6.855963829703016,township_centroid_jitter,Klijndijk (7871),Borger-Odoorn · Drenthe,place_point,Klijndijk | Borger-Odoorn | 7871
place::9521::nieuw-buinen,9521,Nieuw-Buinen,Borger-Odoorn,Drenthe,1,,,False,,52.92214883806022,6.866034149179161,township_centroid_jitter,Nieuw-Buinen (9521),Borger-Odoorn · Drenthe,place_point,Nieuw-Buinen | Borger-Odoorn | 9521
place::7873::odoorn,7873,Odoorn,Borger-Odoorn,Drenthe,1,,,False,,52.91828105564297,6.872639499126065,township_centroid_jitter,Odoorn (7873),Borger-Odoorn · Drenthe,place_point,Odoorn | Borger-Odoorn | 7873
place::7874::odoornerveen,7874,Odoornerveen,Borger-Odoorn,Drenthe,1,,,False,,52.89435375614619,6.882289911010955,township_centroid_jitter,Odoornerveen (7874),Borger-Odoorn · Drenthe,place_point,Odoornerveen | Borger-Odoorn | 7874
place::7872::valthe,7872,Valthe,Borger-Odoorn,Drenthe,1,,,False,,52.89354499167201,6.873057315308825,township_centroid_jitter,Valthe (7872),Borger-Odoorn · Drenthe,place_point,Valthe | Borger-Odoorn | 7872
place::7876::valthermond,7876,Valthermond,Borger-Odoorn,Drenthe,4,,,False,,52.89433632334597,6.860116192967441,township_centroid_jitter,Valthermond (7876),Borger-Odoorn · Drenthe,place_point,Valthermond | Borger-Odoorn | 7876
place::9534::wstdorp,9534,Wstdorp,Borger-Odoorn,Drenthe,1,,,False,,52.90935443832385,6.857721952496771,township_centroid_jitter,Wstdorp (9534),Borger-Odoorn · Drenthe,place_point,Wstdorp | Borger-Odoorn | 9534
place::9564::zandberg,9564,Zandberg,Borger-Odoorn,Drenthe,1,,,False,,52.896968710529954,6.876680015300887,township_centroid_jitter,Zandberg (9564),Borger-Odoorn · Drenthe,place_point,Zandberg | Borger-Odoorn | 9564
place::7854::aalden,7854,Aalden,Coevorden,Drenthe,1,,,False,,52.73012875786682,6.719900816841805,township_centroid_jitter,Aalden (7854),Coevorden · Drenthe,place_point,Aalden | Coevorden | 7854
place::7856::benneveld,7856,Benneveld,Coevorden,Drenthe,1,,,False,,52.72432256493826,6.73116036037038,township_centroid_jitter,Benneveld (7856),Coevorden · Drenthe,place_point,Benneveld | Coevorden | 7856
place::7741::coevorden,7741,Coevorden,Coevorden,Drenthe,5,"centrum, Poppenharen, Tuinen, Ballast, Loo, De Loo, industrieterreinen",,False,,52.753020132251294,6.746397517121099,township_centroid_jitter,Coevorden (7741),Coevorden · Drenthe,place_point,Coevorden | Coevorden | 7741
place::7742::coevorden,7742,Coevorden,Coevorden,Drenthe,5,"Binnenvree, Pik, De Heege",,False,,52.729592595213774,6.726124754447871,township_centroid_jitter,Coevorden (7742),Coevorden · Drenthe,place_point,Coevorden | Coevorden | 7742
place::7751::dalen,7751,Dalen,Coevorden,Drenthe,7,,,False,,52.74492507054197,6.724875621942003,township_centroid_jitter,Dalen (7751),Coevorden · Drenthe,place_point,Dalen | Coevorden | 7751
place::7753::dalerpeel,7753,Dalerpeel,Coevorden,Drenthe,2,,,False,,52.733491765865104,6.752610321665522,township_centroid_jitter,Dalerpeel (7753),Coevorden · Drenthe,place_point,Dalerpeel | Coevorden | 7753
place::7755::dalerveen,7755,Dalerveen,Coevorden,Drenthe,3,,,False,,52.74019722388725,6.748213730668777,township_centroid_jitter,Dalerveen (7755),Coevorden · Drenthe,place_point,Dalerveen | Coevorden | 7755
place::7849::de-kiel,7849,De Kiel,Coevorden,Drenthe,1,,,False,,52.72695864322666,6.746356843454248,township_centroid_jitter,De Kiel (7849),Coevorden · Drenthe,place_point,De Kiel | Coevorden | 7849
place::7842::diphoorn,7842,Diphoorn,Coevorden,Drenthe,1,,,False,,52.73453162252416,6.722666410293717,township_centroid_jitter,Diphoorn (7842),Coevorden · Drenthe,place_point,Diphoorn | Coevorden | 7842
place::7843::erm,7843,Erm,Coevorden,Drenthe,2,,,False,,52.73562702344758,6.747325373694491,township_centroid_jitter,Erm (7843),Coevorden · Drenthe,place_point,Erm | Coevorden | 7843
place::7863::gees,7863,Gees,Coevorden,Drenthe,1,,,False,,52.72495293946918,6.7232222572360145,township_centroid_jitter,Gees (7863),Coevorden · Drenthe,place_point,Gees | Coevorden | 7863
place::7917::geesbrug,7917,Geesbrug,Coevorden,Drenthe,2,,,False,,52.730397084285556,6.745152508693614,township_centroid_jitter,Geesbrug (7917),Coevorden · Drenthe,place_point,Geesbrug | Coevorden | 7917
place::7845::holsloot,7845,Holsloot,Coevorden,Drenthe,2,,,False,,52.74044155757737,6.722015862936587,township_centroid_jitter,Holsloot (7845),Coevorden · Drenthe,place_point,Holsloot | Coevorden | 7845
place::7855::meppen,7855,Meppen,Coevorden,Drenthe,1,,,False,,52.758260036838855,6.740853646812194,township_centroid_jitter,Meppen (7855),Coevorden · Drenthe,place_point,Meppen | Coevorden | 7855
place::7929::nieuwlande-coevorden,7929,Nieuwlande Coevorden,Coevorden,Drenthe,1,,,False,,52.74153778666471,6.725095723000722,township_centroid_jitter,Nieuwlande Coevorden (7929),Coevorden · Drenthe,place_point,Nieuwlande Coevorden | Coevorden | 7929
place::7846::noord-sleen,7846,Noord-Sleen,Coevorden,Drenthe,1,,,False,,52.757164846205754,6.726608424035998,township_centroid_jitter,Noord-Sleen (7846),Coevorden · Drenthe,place_point,Noord-Sleen | Coevorden | 7846
place::7861::oosterhesselen,7861,Oosterhesselen,Coevorden,Drenthe,2,,,False,,52.72838985784087,6.742558660542103,township_centroid_jitter,Oosterhesselen (7861),Coevorden · Drenthe,place_point,Oosterhesselen | Coevorden | 7861
place::7848::schoonoord,7848,Schoonoord,Coevorden,Drenthe,2,,,False,,52.720771427274464,6.734314193685197,township_centroid_jitter,Schoonoord (7848),Coevorden · Drenthe,place_point,Schoonoord | Coevorden | 7848
place::7841::sleen,7841,Sleen,Coevorden,Drenthe,1,,,False,,52.72968757335672,6.7489920682251086,township_centroid_jitter,Sleen (7841),Coevorden · Drenthe,place_point,Sleen | Coevorden | 7841
place::7756::stieltjeskanaal,7756,Stieltjeskanaal,Coevorden,Drenthe,1,,,False,,52.757638448046905,6.740040354541532,township_centroid_jitter,Stieltjeskanaal (7756),Coevorden · Drenthe,place_point,Stieltjeskanaal | Coevorden | 7756
place::7754::wachtum,7754,Wachtum,Coevorden,Drenthe,1,,,False,,52.75461779137009,6.734498067951396,township_centroid_jitter,Wachtum (7754),Coevorden · Drenthe,place_point,Wachtum | Coevorden | 7754
place::7852::wezup,7852,Wezup,Coevorden,Drenthe,1,,,False,,52.74925943751837,6.724822828823797,township_centroid_jitter,Wezup (7852),Coevorden · Drenthe,place_point,Wezup | Coevorden | 7852
place::7853::wezuperbrug,7853,Wezuperbrug,Coevorden,Drenthe,1,,,False,,52.72753684340129,6.723787743348699,township_centroid_jitter,Wezuperbrug (7853),Coevorden · Drenthe,place_point,Wezuperbrug | Coevorden | 7853
place::7851::zweeloo,7851,Zweeloo,Coevorden,Drenthe,1,,,False,,52.7482963477693,6.745665890652076,township_centroid_jitter,Zweeloo (7851),Coevorden · Drenthe,place_point,Zweeloo | Coevorden | 7851
place::7864::zwinderen,7864,Zwinderen,Coevorden,Drenthe,2,,,False,,52.751783360291526,6.7343854053875445,township_centroid_jitter,Zwinderen (7864),Coevorden · Drenthe,place_point,Zwinderen | Coevorden | 7864
place::7847::t-haantje,7847,t Haantje,Coevorden,Drenthe,1,,,False,,52.74231520373593,6.725117668932508,township_centroid_jitter,t Haantje (7847),Coevorden · Drenthe,place_point,t Haantje | Coevorden | 7847
place::7927::alteveer,7927,Alteveer,De Wolden,Drenthe,1,,,False,,52.69294401879667,6.385501686668432,township_centroid_jitter,Alteveer (7927),De Wolden · Drenthe,place_point,Alteveer | De Wolden | 7927
place::7964::ansen,7964,Ansen,De Wolden,Drenthe,2,,,False,,52.70745276002485,6.355648372645334,township_centroid_jitter,Ansen (7964),De Wolden · Drenthe,place_point,Ansen | De Wolden | 7964
place::7705::drogteropslagen,7705,Drogteropslagen,De Wolden,Drenthe,2,,,False,,52.71149819579524,6.383045054826971,township_centroid_jitter,Drogteropslagen (7705),De Wolden · Drenthe,place_point,Drogteropslagen | De Wolden | 7705
place::7932::echten,7932,Echten,De Wolden,Drenthe,1,,,False,,52.69378932468261,6.359359395896024,township_centroid_jitter,Echten (7932),De Wolden · Drenthe,place_point,Echten | De Wolden | 7932
place::7935::eursinge,7935,Eursinge,De Wolden,Drenthe,4,,,False,,52.715988444183125,6.372273192456116,township_centroid_jitter,Eursinge (7935),De Wolden · Drenthe,place_point,Eursinge | De Wolden | 7935
place::7926::kerkenveld,7926,Kerkenveld,De Wolden,Drenthe,1,,,False,,52.718517986683715,6.366710395151513,township_centroid_jitter,Kerkenveld (7926),De Wolden · Drenthe,place_point,Kerkenveld | De Wolden | 7926
place::7958::koekange,7958,Koekange,De Wolden,Drenthe,6,,,False,,52.68797291027309,6.382405851422427,township_centroid_jitter,Koekange (7958),De Wolden · Drenthe,place_point,Koekange | De Wolden | 7958
place::7925::linde,7925,Linde,De Wolden,Drenthe,4,,,False,,52.71875056579502,6.364811617556684,township_centroid_jitter,Linde (7925),De Wolden · Drenthe,place_point,Linde | De Wolden | 7925
place::7963::ruinen,7963,Ruinen,De Wolden,Drenthe,10,,,False,,52.71772248818719,6.375502518514846,township_centroid_jitter,Ruinen (7963),De Wolden · Drenthe,place_point,Ruinen | De Wolden | 7963
place::7961::ruinerwold,7961,Ruinerwold,De Wolden,Drenthe,9,,,False,,52.71062978460835,6.359690170780583,township_centroid_jitter,Ruinerwold (7961),De Wolden · Drenthe,place_point,Ruinerwold | De Wolden | 7961
place::7924::veeningen,7924,Veeningen,De Wolden,Drenthe,5,,,False,,52.6889309923512,6.3603643168054855,township_centroid_jitter,Veeningen (7924),De Wolden · Drenthe,place_point,Veeningen | De Wolden | 7924
place::7921::zuidwolde,7921,Zuidwolde,De Wolden,Drenthe,12,,,False,,52.70185790512978,6.361230108501259,township_centroid_jitter,Zuidwolde (7921),De Wolden · Drenthe,place_point,Zuidwolde | De Wolden | 7921
place::7957::de-wijk,7957,de Wijk,De Wolden,Drenthe,4,,,False,,52.68765156675812,6.379467348304719,township_centroid_jitter,de Wijk (7957),De Wolden · Drenthe,place_point,de Wijk | De Wolden | 7957
place::7884::barger-compascuum,7884,Barger-Compascuum,Emmen,Drenthe,1,,,False,,52.732720405303056,6.960669824179737,township_centroid_jitter,Barger-Compascuum (7884),Emmen · Drenthe,place_point,Barger-Compascuum | Emmen | 7884
place::7811::emmen,7811,Emmen,Emmen,Drenthe,1,"kwadrant ""De Stad"": centrum: omgeving Marktplein, Hoofdstraat, Wilhelminastraat",,False,,52.744535074141,6.944257619550341,township_centroid_jitter,Emmen (7811),Emmen · Drenthe,place_point,Emmen | Emmen | 7811
place::7812::emmen,7812,Emmen,Emmen,Drenthe,1,"kwadrant ""De Stad"": Noordbarge, Bargeres",,False,,52.75965415804001,6.95970721817059,township_centroid_jitter,Emmen (7812),Emmen · Drenthe,place_point,Emmen | Emmen | 7812
place::7813::emmen,7813,Emmen,Emmen,Drenthe,1,"kwadrant ""De Stad"": Delftlanden: Hemrikkwartier, Strangkwartier, Marskwartier, straatnamen eindigend op -tuin",,False,,52.74693549529327,6.945156775629955,township_centroid_jitter,Emmen (7813),Emmen · Drenthe,place_point,Emmen | Emmen | 7813
place::7814::emmen,7814,Emmen,Emmen,Drenthe,2,,,False,,52.762212699785564,6.950473488277912,township_centroid_jitter,Emmen (7814),Emmen · Drenthe,place_point,Emmen | Emmen | 7814
place::7815::emmen,7815,Emmen,Emmen,Drenthe,1,"kwadrant ""De Stad"": Emmermeer",,False,,52.73928749696676,6.96600684177293,township_centroid_jitter,Emmen (7815),Emmen · Drenthe,place_point,Emmen | Emmen | 7815
